composition,temperature,NComp,mean_Number,maxdiff_Number,dev_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,most_MendeleevNumber,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,maxdiff_Column,dev_Column,maxdiff_Row,dev_Row,mean_Electronegativity,maxdiff_NsValence,dev_NpValence,maxdiff_NdValence,dev_NdValence,max_NdValence,mean_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,min_NValance,most_NValance,mean_NpUnfilled,maxdiff_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,min_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,most_GSbandgap,max_SpaceGroupNumber,CanFormIonic,thermal_conductivity
Er2Zr2O7,780.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.55
Er2Zr2O7,880.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.5
Er2Zr2O7,980.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.47
Er2Zr2O7,1080.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.5
Er2Zr2O7,1180.0,3,24.72727273,60,21.2892562,8,8.0,69.72727273,52,21.98347107,87,87.0,2073.2,876.6545455,2128.0,13,5.785123967,4,1.619834711,2.656363636,0,1.851239669,2,0.595041322,2,2.181818182,0.0,7.090909091,10,4,6.0,1.272727273,2,2.0,1.454545455,8,2.380165289,0.363636364,3.090909091,6,1.785123967,2,15.57227273,21.48,8.23107438,9.105,9.105,0.0,194,1,1.4
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,300.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,3.58
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,450.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,3.5
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,570.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,3.1
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,680.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,2.9
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,780.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,2.73
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,880.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,2.6
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,980.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,2.55
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,1080.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,2.45
Y0.6Yb0.6Lu0.6Eu0.6Er0.6Al5O12,1180.0,7,17.38,63,13.446,8,8.0,75.01,75,14.388,87,87.0,1881.2,530.649,1936.0,13,3.24,4,0.984,2.65175,0,1.62,1,0.1128,1,1.41,0.0,6.12,14,3,6.0,2.45,5,2.0,0.54,9,1.0152,0.27,3.26,9,1.7832,0,14.45485,27.355,6.41982,9.105,9.105,0.0,229,1,2.42
NbC0.98,1273.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,29.0
NbC0.98,1373.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,30.0
NbC0.98,1473.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,31.0
NbC0.98,1573.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,32.0
NbC0.98,1673.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,32.5
NbC0.98,1773.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,33.0
NbC0.98,1873.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,34.0
NbC0.98,1973.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,34.5
NbC0.98,2073.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,35.0
NbC0.98,2173.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,36.0
NbC0.98,2273.0,2,23.67676768,35,17.49821447,6,41.0,61.84848485,30,14.99846954,77,47.0,1073.0,536.4452607,3823.0,9,4.499540863,3,1.499846954,2.07020202,1,0.99989797,4,1.999795939,4,0.0,0.0,4.505050505,1,4,5.0,1.97979798,4,0.0,3.03030303,6,2.999693909,0.0,5.515151515,3,1.499846954,4,11.97333333,12.54,6.269360269,5.64,18.18,0.0,229,0,36.5
ZrC0.92,298.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,19.0
ZrC0.92,323.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,19.2
ZrC0.92,393.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,19.4
ZrC0.92,408.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,19.6
ZrC0.92,473.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,19.8
ZrC0.92,573.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,20.0
ZrC0.92,673.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,20.5
ZrC0.92,773.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,21.0
ZrC0.92,873.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,21.5
ZrC0.92,973.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,22.0
ZrC0.92,1073.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,22.5
ZrC0.92,1173.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,23.0
ZrC0.92,1273.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,23.5
ZrC0.92,1373.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,24.5
ZrC0.92,1473.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,25.0
ZrC0.92,1573.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,26.0
ZrC0.92,1673.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,27.0
ZrC0.92,1773.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,27.5
ZrC0.92,1873.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,28.0
ZrC0.92,1973.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,29.0
ZrC0.92,2073.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,30.0
ZrC0.92,2173.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,31.0
ZrC0.92,2273.0,2,23.70833333,34,16.97048611,6,40.0,59.8125,33,16.47135417,77,44.0,1695.0,846.0286458,3823.0,10,4.991319444,3,1.497395833,1.914583333,0,0.998263889,2,0.998263889,2,0.0,0.0,4.0,0,4,4.0,1.916666667,4,0.0,4.166666667,8,3.993055556,0.0,6.083333333,4,1.996527778,4,14.78322917,17.555,8.762261285,5.64,23.195,0.0,194,0,32.0
HfC,298.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,20.0
HfC,323.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,21.5
HfC,393.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,22.5
HfC,408.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,24.0
HfC,473.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,23.5
HfC,573.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,25.5
HfC,673.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,26.0
HfC,773.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,27.0
HfC,873.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,28.0
HfC,973.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,27.5
HfC,1073.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,28.5
HfC,1173.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,31.0
HfC,1273.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,32.0
HfC,1373.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,32.5
HfC,1473.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,33.0
HfC,1573.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,35.0
HfC,1673.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,35.5
HfC,1773.0,2,39.0,66,33.0,6,39.0,61.0,32,16.0,77,61.0,1317.0,658.5,3823.0,10,5.0,4,2.0,1.925,0,1.0,2,1.0,2,7.0,7.0,11.0,14,4,11.0,2.0,4,2.0,4.0,8,4.0,0.0,6.0,4,2.0,4,13.92,16.56,8.28,5.64,13.92,2.248,194,1,36.0
